X,Y,DESC_,NAME,Aus_u_ga@2,Aus_Ka_ga@,Aus_Amag_g,Aus_Th_ga@,Aus_BA267_
119.347130988548,-32.4396618254369,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.39618,1.68810,115.07852,16.30433,-554.47736
119.348124656318,-32.4395494672439,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.47900,2.24750,118.20701,16.63024,-554.47736
119.349118324087,-32.4394371090508,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.38737,2.41516,115.98885,18.35056,-554.47736
119.350111991857,-32.4393247508578,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.67913,2.18088,89.85368,17.42219,-551.69586
119.351105659627,-32.4392123926648,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.91553,1.79419,76.62124,16.52271,-551.69586
119.352099327396,-32.4391000344717,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.97292,1.46874,69.12184,16.14769,-551.69586
119.353092995166,-32.4389876762787,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.88908,1.26988,66.81905,16.59518,-551.69586
119.354086662936,-32.4388753180857,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.82254,1.12054,64.97864,18.29706,-551.69586
119.355080330705,-32.4387629598926,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.92895,0.93244,52.46059,21.41685,-551.69586
119.356073998475,-32.4386506016996,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.22053,0.69430,37.12075,25.18419,-551.69586
119.357067666245,-32.4385382435065,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.56868,0.44969,21.79124,28.23756,-551.69586
119.358061334014,-32.4384258853135,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.89210,0.15515,10.75081,28.89514,-548.97632
119.359055001784,-32.4383135271205,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.52272,0.06939,5.55873,23.61699,-548.97632
119.360048669553,-32.4382011689274,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.97090,0.04231,9.74374,17.80746,-548.97632
119.361042337323,-32.4380888107344,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.51172,0.04685,16.31597,13.82738,-548.97632
119.362036005093,-32.4379764525414,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.29229,0.07094,13.54778,12.36422,-548.97632
119.363029672862,-32.4378640943483,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.31458,0.11504,8.41886,13.03971,-548.97632
119.364023340632,-32.4377517361553,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.46336,0.17849,0.70344,14.67859,-548.97632
